,Random,Greedy
1359,17.0,5.0
1360,8.0,4.0
1361,14.0,2.0
1362,17.0,9.0
1363,12.0,1.0
1364,11.0,4.0
1365,10.0,4.0
1366,31.0,2.0
1367,33.0,18.0
1368,10.0,3.0
1369,16.0,4.0
1370,14.0,5.0
1371,16.0,5.0
1372,17.0,3.0
1373,11.0,3.0
1374,12.0,0.0
1375,8.0,6.0
1376,13.0,5.0
1377,12.0,3.0
1378,15.0,3.0
1379,13.0,2.0
1380,28.0,5.0
1381,57.0,16.0
1382,23.0,3.0
1383,9.0,1.0
1384,25.0,5.0
1385,12.0,1.0
1386,16.0,4.0
1387,24.0,0.0
1388,44.0,7.0
1389,56.0,10.0
1390,13.0,3.0
1391,37.0,12.0
1392,8.0,3.0
1393,9.0,2.0
1394,13.0,1.0
1395,12.0,2.0
1396,40.0,8.0
1397,17.0,3.0
1398,27.0,6.0
1399,9.0,5.0
1400,10.0,6.0
1401,12.0,5.0
1402,17.0,4.0
1403,10.0,2.0
1404,41.0,8.0
1405,12.0,5.0
1406,19.0,3.0
1407,11.0,1.0
1408,19.0,3.0
1409,10.0,3.0
1410,24.0,4.0
1411,61.0,15.0
1412,8.0,1.0
1413,26.0,3.0
1414,20.0,4.0
1415,31.0,11.0
1416,18.0,1.0
1417,13.0,1.0
1418,33.0,10.0
1419,8.0,3.0
1420,20.0,2.0
1421,28.0,4.0
1422,26.0,14.0
1423,19.0,5.0
1424,22.0,5.0
1425,26.0,4.0
1426,38.0,4.0
1427,12.0,3.0
1428,9.0,6.0
1429,14.0,0.0
1430,17.0,1.0
1431,8.0,2.0
1432,14.0,8.0
1433,18.0,0.0
1434,16.0,8.0
1435,9.0,5.0
1436,18.0,2.0
1437,16.0,1.0
1438,32.0,5.0
1439,14.0,2.0
1440,14.0,8.0
1441,25.0,7.0
1442,26.0,6.0
1443,21.0,1.0
1444,8.0,6.0
1445,10.0,5.0
1446,10.0,6.0
1447,47.0,9.0
1448,9.0,3.0
1449,18.0,1.0
1450,9.0,3.0
1451,30.0,4.0
1452,28.0,5.0
1453,13.0,1.0
1454,13.0,3.0
1455,10.0,2.0
1456,14.0,4.0
1457,20.0,6.0
1458,6.0,6.0
1459,10.0,1.0
1460,16.0,5.0
1461,13.0,2.0
1462,9.0,3.0
1463,13.0,4.0
1464,17.0,5.0
1465,15.0,4.0
1466,10.0,4.0
1467,8.0,4.0
1468,8.0,2.0
1469,26.0,7.0
1470,28.0,10.0
1471,10.0,4.0
1472,24.0,5.0
1473,27.0,3.0
1474,7.0,5.0
1475,42.0,10.0
1476,12.0,3.0
1477,15.0,2.0
1478,25.0,8.0
1479,10.0,1.0
1480,24.0,5.0
1481,20.0,5.0
1482,7.0,3.0
1483,15.0,3.0
1484,9.0,5.0
1485,13.0,6.0
1486,10.0,4.0
1487,38.0,6.0
1488,12.0,3.0
1489,44.0,16.0
1490,18.0,4.0
1491,8.0,4.0
1492,16.0,5.0
1493,15.0,4.0
1494,30.0,7.0
1495,10.0,6.0
1496,14.0,3.0
1497,14.0,7.0
1498,15.0,3.0
1499,19.0,1.0
1500,15.0,1.0
1501,21.0,3.0
1502,35.0,9.0
1503,6.0,4.0
1504,23.0,4.0
1505,15.0,5.0
1506,10.0,5.0
1507,16.0,5.0
1508,12.0,2.0
1509,23.0,7.0
1510,11.0,4.0
1511,16.0,3.0
1512,7.0,4.0
1513,12.0,4.0
1514,20.0,4.0
1515,13.0,4.0
1516,17.0,6.0
1517,41.0,3.0
1518,9.0,4.0
1519,14.0,1.0
1520,7.0,4.0
1521,12.0,4.0
1522,13.0,2.0
1523,13.0,2.0
1524,22.0,2.0
1525,38.0,10.0
1526,14.0,3.0
1527,10.0,1.0
1528,14.0,5.0
1529,17.0,3.0
1530,7.0,2.0
1531,16.0,3.0
1532,25.0,5.0
1533,9.0,4.0
1534,12.0,5.0
1535,9.0,3.0
1536,17.0,8.0
1537,39.0,5.0
1538,11.0,5.0
1539,6.0,5.0
1540,14.0,6.0
1541,6.0,5.0
1542,10.0,4.0
1543,18.0,5.0
1544,13.0,7.0
1545,29.0,6.0
1546,7.0,6.0
1547,44.0,10.0
1548,16.0,5.0
1549,8.0,3.0
1550,11.0,2.0
1551,6.0,3.0
1552,24.0,8.0
1553,8.0,6.0
1554,13.0,3.0
1555,8.0,1.0
1556,21.0,2.0
1557,9.0,2.0
1558,9.0,3.0
1559,31.0,7.0
1560,14.0,2.0
1561,22.0,8.0
1562,13.0,4.0
1563,7.0,4.0
1564,31.0,11.0
1565,12.0,2.0
1566,17.0,5.0
1567,8.0,2.0
1568,13.0,5.0
1569,11.0,5.0
1570,7.0,2.0
1571,16.0,5.0
1572,33.0,11.0
1573,20.0,8.0
1574,11.0,5.0
1575,5.0,3.0
1576,14.0,3.0
1577,14.0,6.0
1578,23.0,9.0
1579,17.0,6.0
1580,10.0,3.0
1581,9.0,3.0
1582,17.0,2.0
1583,11.0,5.0
1584,5.0,7.0
1585,27.0,13.0
1586,8.0,2.0
1587,11.0,5.0
1588,14.0,3.0
1589,10.0,2.0
1590,8.0,1.0
1591,15.0,2.0
1592,9.0,3.0
1593,8.0,2.0
1594,22.0,7.0
1595,9.0,7.0
1596,11.0,2.0
1597,9.0,3.0
1598,16.0,4.0
1599,11.0,2.0
1600,20.0,2.0
1601,9.0,2.0
1602,15.0,1.0
1603,10.0,3.0
1604,11.0,1.0
1605,23.0,7.0
1606,17.0,9.0
1607,14.0,7.0
1608,9.0,2.0
1609,15.0,5.0
1610,10.0,5.0
1611,23.0,2.0
1612,23.0,7.0
1613,40.0,8.0
1614,12.0,4.0
1615,22.0,10.0
1616,8.0,2.0
1617,19.0,4.0
1618,16.0,5.0
1619,20.0,0.0
1620,10.0,6.0
1621,15.0,2.0
1622,20.0,9.0
1623,8.0,3.0
1624,8.0,2.0
1625,13.0,4.0
1626,16.0,4.0
1627,27.0,8.0
1628,20.0,7.0
1629,19.0,2.0
1630,12.0,8.0
1631,9.0,4.0
1632,16.0,3.0
1633,32.0,9.0
1634,23.0,4.0
1635,11.0,2.0
1636,15.0,4.0
1637,6.0,4.0
1638,18.0,10.0
1639,13.0,4.0
1640,23.0,3.0
1641,10.0,3.0
1642,15.0,5.0
1643,8.0,3.0
1644,10.0,3.0
1645,16.0,2.0
1646,21.0,2.0
1647,9.0,3.0
1648,10.0,5.0
1649,85.0,28.0
1650,12.0,3.0
1651,14.0,1.0
1652,15.0,7.0
1653,16.0,0.0
1654,8.0,5.0
1655,12.0,2.0
1656,9.0,3.0
1657,16.0,2.0
1658,14.0,6.0
1659,21.0,6.0
1660,14.0,7.0
1661,9.0,3.0
1662,29.0,5.0
1663,6.0,5.0
1664,9.0,2.0
1665,27.0,5.0
1666,12.0,7.0
1667,7.0,3.0
1668,16.0,6.0
1669,14.0,4.0
1670,20.0,4.0
1671,9.0,4.0
1672,15.0,3.0
1673,6.0,9.0
1674,13.0,4.0
1675,21.0,5.0
1676,14.0,3.0
1677,18.0,6.0
1678,16.0,3.0
1679,28.0,8.0
1680,14.0,4.0
1681,8.0,6.0
1682,17.0,2.0
1683,18.0,6.0
1684,7.0,5.0
1685,14.0,1.0
1686,13.0,5.0
1687,25.0,11.0
1688,16.0,3.0
1689,18.0,2.0
1690,16.0,5.0
1691,9.0,2.0
1692,38.0,10.0
1693,12.0,4.0
1694,9.0,1.0
1695,7.0,4.0
1696,11.0,6.0
1697,20.0,6.0
1698,27.0,5.0
1699,11.0,0.0
1700,12.0,5.0
1701,6.0,4.0
1702,38.0,8.0
1703,11.0,3.0
1704,31.0,5.0
1705,13.0,4.0
1706,11.0,4.0
1707,22.0,7.0
1708,22.0,11.0
1709,14.0,4.0
1710,11.0,4.0
1711,9.0,3.0
1712,11.0,6.0
1713,45.0,12.0
1714,7.0,3.0
1715,8.0,4.0
1716,28.0,7.0
1717,12.0,3.0
1718,29.0,9.0
1719,9.0,2.0
1720,11.0,3.0
1721,30.0,14.0
1722,25.0,10.0
1723,18.0,2.0
1724,38.0,15.0
1725,17.0,6.0
1726,13.0,4.0
1727,9.0,5.0
1728,26.0,3.0
1729,16.0,3.0
1730,9.0,1.0
1731,50.0,11.0
1732,10.0,4.0
1733,10.0,4.0
1734,12.0,3.0
1735,20.0,8.0
1736,20.0,8.0
1737,17.0,4.0
1738,24.0,10.0
1739,8.0,4.0
1740,8.0,4.0
1741,41.0,10.0
1742,9.0,4.0
1743,10.0,3.0
1744,8.0,4.0
1745,29.0,4.0
1746,17.0,4.0
1747,9.0,3.0
1748,8.0,0.0
1749,9.0,2.0
1750,57.0,18.0
1751,17.0,6.0
1752,13.0,5.0
1753,12.0,2.0
1754,12.0,6.0
1755,16.0,4.0
1756,25.0,10.0
1757,12.0,8.0
1758,12.0,1.0
1759,10.0,4.0
1760,12.0,6.0
1761,6.0,6.0
1762,9.0,3.0
1763,22.0,5.0
1764,11.0,7.0
1765,30.0,9.0
1766,16.0,7.0
1767,9.0,3.0
1768,8.0,5.0
1769,22.0,2.0
1770,10.0,4.0
1771,21.0,12.0
1772,12.0,1.0
1773,9.0,1.0
1774,20.0,9.0
1775,9.0,5.0
1776,6.0,8.0
1777,14.0,5.0
1778,10.0,2.0
1779,16.0,4.0
1780,9.0,4.0
1781,21.0,6.0
1782,11.0,4.0
1783,61.0,28.0
1784,39.0,23.0
1785,16.0,4.0
1786,8.0,5.0
1787,19.0,6.0
1788,22.0,7.0
1789,13.0,9.0
1790,9.0,6.0
1791,12.0,3.0
1792,31.0,9.0
1793,11.0,2.0
1794,7.0,6.0
1795,9.0,2.0
1796,12.0,3.0
1797,33.0,10.0
1798,20.0,13.0
1799,19.0,15.0
1800,9.0,7.0
1801,12.0,4.0
1802,18.0,2.0
1803,10.0,3.0
1804,20.0,1.0
1805,13.0,3.0
1806,7.0,5.0
1807,17.0,6.0
1808,16.0,4.0
1809,16.0,4.0
1810,12.0,0.0
1811,12.0,4.0
1812,8.0,2.0
1813,15.0,1.0
1814,14.0,1.0
1815,22.0,3.0
1816,9.0,2.0
1817,9.0,7.0
1818,22.0,7.0
1819,18.0,7.0
1820,10.0,1.0
1821,12.0,3.0
1822,11.0,7.0
1823,10.0,2.0
1824,25.0,8.0
1825,12.0,2.0
1826,27.0,9.0
1827,24.0,12.0
1828,21.0,14.0
1829,13.0,2.0
1830,5.0,7.0
1831,41.0,10.0
1832,18.0,5.0
1833,9.0,1.0
1834,17.0,7.0
1835,11.0,3.0
1836,23.0,11.0
1837,12.0,5.0
1838,12.0,3.0
1839,10.0,2.0
1840,15.0,4.0
1841,24.0,5.0
1842,9.0,4.0
1843,5.0,7.0
1844,8.0,4.0
1845,13.0,3.0
1846,7.0,3.0
1847,14.0,7.0
1848,14.0,13.0
1849,6.0,4.0
1850,13.0,4.0
1851,18.0,3.0
1852,14.0,8.0
1853,11.0,3.0
1854,21.0,8.0
1855,14.0,3.0
1856,16.0,7.0
1857,13.0,6.0
1858,10.0,5.0
1859,27.0,5.0
1860,15.0,3.0
1861,9.0,5.0
1862,9.0,4.0
1863,10.0,5.0
1864,11.0,6.0
1865,16.0,2.0
1866,11.0,6.0
1867,31.0,13.0
1868,10.0,0.0
1869,33.0,13.0
1870,26.0,9.0
1871,9.0,2.0
1872,27.0,6.0
1873,22.0,5.0
1874,46.0,16.0
1875,31.0,8.0
1876,21.0,3.0
1877,13.0,5.0
1878,9.0,3.0
1879,7.0,2.0
1880,23.0,5.0
1881,18.0,5.0
1882,10.0,1.0
1883,30.0,5.0
1884,7.0,6.0
1885,7.0,4.0
1886,14.0,5.0
1887,13.0,2.0
1888,19.0,9.0
1889,10.0,1.0
1890,7.0,4.0
1891,19.0,8.0
1892,10.0,1.0
1893,21.0,2.0
1894,9.0,6.0
1895,20.0,9.0
1896,12.0,3.0
1897,16.0,6.0
1898,15.0,2.0
1899,10.0,2.0
1900,13.0,5.0
1901,9.0,3.0
1902,15.0,4.0
1903,23.0,8.0
1904,15.0,6.0
1905,14.0,6.0
1906,13.0,5.0
1907,8.0,5.0
1908,7.0,4.0
1909,32.0,9.0
1910,12.0,1.0
1911,6.0,4.0
1912,42.0,12.0
1913,10.0,5.0
1914,29.0,8.0
1915,12.0,6.0
1916,8.0,5.0
1917,11.0,5.0
1918,8.0,5.0
1919,26.0,10.0
1920,27.0,11.0
1921,11.0,5.0
1922,16.0,6.0
1923,11.0,5.0
1924,16.0,7.0
1925,28.0,5.0
1926,11.0,5.0
1927,11.0,3.0
1928,17.0,5.0
1929,29.0,5.0
1930,10.0,3.0
1931,15.0,7.0
1932,17.0,7.0
1933,8.0,6.0
1934,32.0,11.0
1935,16.0,4.0
1936,7.0,2.0
1937,26.0,6.0
1938,16.0,7.0
1939,13.0,4.0
1940,18.0,2.0
1941,38.0,17.0
1942,26.0,10.0
1943,10.0,1.0
1944,29.0,12.0
1945,14.0,4.0
1946,9.0,3.0
1947,42.0,20.0
1948,20.0,15.0
1949,15.0,5.0
1950,10.0,2.0
1951,30.0,12.0
1952,14.0,12.0
1953,23.0,9.0
1954,19.0,9.0
1955,17.0,4.0
1956,9.0,3.0
1957,22.0,5.0
1958,10.0,1.0
1959,13.0,2.0
1960,8.0,5.0
1961,20.0,8.0
1962,7.0,3.0
1963,13.0,2.0
1964,8.0,0.0
1965,18.0,3.0
1966,11.0,7.0
1967,10.0,7.0
1968,23.0,19.0
1969,10.0,3.0
1970,9.0,5.0
1971,12.0,6.0
1972,6.0,6.0
1973,7.0,8.0
1974,17.0,8.0
1975,33.0,14.0
1976,9.0,3.0
1977,11.0,1.0
1978,35.0,13.0
1979,12.0,2.0
1980,33.0,18.0
1981,32.0,16.0
1982,14.0,11.0
1983,10.0,6.0
1984,8.0,4.0
1985,10.0,7.0
1986,8.0,3.0
1987,10.0,4.0
1988,18.0,3.0
1989,17.0,8.0
1990,10.0,2.0
1991,19.0,10.0
1992,16.0,13.0
1993,10.0,3.0
1994,7.0,6.0
1995,6.0,4.0
1996,8.0,5.0
1997,7.0,5.0
1998,18.0,6.0
1999,8.0,3.0
2000,22.0,9.0
2001,7.0,5.0
2002,19.0,8.0
2003,17.0,5.0
2004,3.0,11.0
2005,13.0,5.0
2006,24.0,13.0
2007,10.0,3.0
2008,11.0,3.0
2009,18.0,8.0
2010,26.0,7.0
2011,26.0,7.0
2012,19.0,9.0
2013,12.0,7.0
2014,8.0,6.0
2015,14.0,4.0
2016,10.0,3.0
2017,6.0,5.0
2018,20.0,14.0
2019,13.0,6.0
2020,12.0,4.0
2021,9.0,5.0
2022,10.0,2.0
2023,12.0,7.0
2024,10.0,8.0
2025,16.0,5.0
2026,11.0,4.0
2027,13.0,4.0
2028,7.0,4.0
2029,9.0,6.0
2030,53.0,16.0
2031,32.0,11.0
2032,9.0,3.0
2033,11.0,10.0
2034,11.0,1.0
2035,13.0,4.0
2036,6.0,5.0
2037,34.0,13.0
2038,9.0,3.0
2039,26.0,11.0
2040,19.0,11.0
2041,48.0,19.0
2042,23.0,8.0
2043,33.0,6.0
2044,14.0,8.0
2045,8.0,6.0
2046,26.0,5.0
2047,11.0,2.0
2048,14.0,5.0
2049,22.0,10.0
2050,16.0,4.0
2051,12.0,5.0
2052,20.0,5.0
2053,8.0,3.0
2054,13.0,4.0
2055,38.0,8.0
2056,8.0,4.0
2057,17.0,6.0
2058,17.0,9.0
2059,18.0,3.0
2060,15.0,5.0
2061,55.0,35.0
2062,19.0,2.0
2063,8.0,4.0
2064,29.0,17.0
2065,11.0,5.0
2066,10.0,5.0
2067,14.0,5.0
2068,24.0,14.0
2069,40.0,13.0
2070,11.0,4.0
2071,20.0,11.0
2072,10.0,6.0
2073,7.0,6.0
2074,20.0,13.0
2075,6.0,6.0
2076,5.0,7.0
2077,12.0,1.0
2078,23.0,4.0
2079,43.0,16.0
2080,10.0,3.0
2081,18.0,8.0
2082,22.0,16.0
2083,6.0,7.0
2084,11.0,5.0
2085,13.0,5.0
2086,6.0,5.0
2087,19.0,8.0
2088,11.0,4.0
2089,13.0,5.0
2090,16.0,4.0
2091,8.0,7.0
2092,11.0,5.0
2093,10.0,2.0
2094,11.0,4.0
2095,14.0,6.0
2096,10.0,8.0
2097,18.0,5.0
2098,20.0,7.0
2099,8.0,5.0
2100,31.0,15.0
2101,37.0,16.0
2102,18.0,4.0
2103,7.0,6.0
2104,12.0,1.0
2105,14.0,5.0
2106,16.0,12.0
2107,20.0,9.0
2108,7.0,3.0
2109,11.0,1.0
2110,15.0,8.0
2111,18.0,11.0
2112,47.0,25.0
2113,10.0,6.0
2114,12.0,3.0
2115,6.0,5.0
2116,14.0,4.0
2117,15.0,3.0
2118,19.0,10.0
2119,11.0,3.0
2120,11.0,7.0
2121,7.0,3.0
2122,6.0,5.0
2123,25.0,12.0
2124,30.0,12.0
2125,14.0,8.0
2126,13.0,1.0
2127,5.0,5.0
2128,12.0,4.0
2129,17.0,5.0
2130,8.0,5.0
2131,14.0,7.0
2132,31.0,15.0
2133,25.0,7.0
2134,7.0,6.0
2135,11.0,2.0
2136,6.0,6.0
2137,13.0,4.0
2138,16.0,4.0
2139,17.0,6.0
2140,10.0,4.0
2141,13.0,6.0
2142,8.0,5.0
2143,8.0,4.0
2144,6.0,6.0
2145,9.0,6.0
2146,34.0,12.0
2147,13.0,5.0
2148,3.0,7.0
2149,10.0,6.0
2150,63.0,20.0
2151,16.0,5.0
2152,12.0,6.0
2153,21.0,6.0
2154,13.0,4.0
2155,7.0,5.0
2156,11.0,3.0
2157,9.0,6.0
2158,52.0,19.0
2159,17.0,9.0
2160,40.0,17.0
2161,60.0,22.0
2162,11.0,4.0
2163,17.0,6.0
2164,14.0,7.0
2165,11.0,3.0
2166,17.0,10.0
2167,4.0,7.0
2168,8.0,2.0
2169,9.0,6.0
2170,24.0,8.0
2171,9.0,5.0
2172,11.0,8.0
2173,18.0,7.0
2174,25.0,13.0
2175,14.0,5.0
2176,6.0,4.0
2177,10.0,6.0
2178,17.0,2.0
2179,41.0,20.0
2180,32.0,13.0
2181,4.0,5.0
2182,15.0,7.0
2183,15.0,3.0
2184,11.0,3.0
2185,15.0,4.0
2186,6.0,7.0
2187,25.0,14.0
2188,8.0,3.0
2189,8.0,6.0
2190,21.0,4.0
2191,20.0,4.0
2192,5.0,12.0
2193,9.0,5.0
2194,12.0,6.0
2195,10.0,8.0
2196,7.0,4.0
2197,6.0,7.0
2198,13.0,2.0
2199,16.0,3.0
2200,24.0,10.0
2201,50.0,17.0
2202,12.0,4.0
2203,21.0,12.0
2204,10.0,5.0
2205,9.0,6.0
2206,17.0,4.0
2207,6.0,3.0
2208,16.0,4.0
2209,14.0,5.0
2210,15.0,4.0
2211,15.0,5.0
2212,8.0,6.0
2213,11.0,6.0
2214,27.0,5.0
2215,13.0,5.0
2216,35.0,19.0
2217,27.0,11.0
2218,7.0,12.0
2219,12.0,4.0
2220,21.0,8.0
2221,23.0,4.0
2222,45.0,20.0
2223,13.0,1.0
2224,11.0,7.0
2225,13.0,5.0
2226,6.0,5.0
2227,10.0,6.0
2228,13.0,6.0
2229,18.0,8.0
2230,11.0,3.0
2231,8.0,4.0
2232,9.0,3.0
2233,11.0,2.0
2234,8.0,4.0
2235,6.0,3.0
2236,9.0,7.0
2237,22.0,7.0
2238,14.0,8.0
2239,6.0,6.0
2240,21.0,7.0
2241,9.0,7.0
2242,26.0,12.0
2243,11.0,5.0
2244,6.0,3.0
2245,7.0,6.0
2246,31.0,12.0
2247,31.0,7.0
2248,12.0,7.0
2249,10.0,3.0
2250,12.0,8.0
2251,20.0,8.0
2252,7.0,5.0
2253,9.0,7.0
2254,29.0,5.0
2255,8.0,5.0
2256,6.0,5.0
2257,8.0,4.0
2258,5.0,6.0
2259,7.0,4.0
2260,6.0,6.0
2261,11.0,4.0
2262,9.0,4.0
2263,27.0,11.0
2264,12.0,6.0
2265,13.0,1.0
2266,12.0,3.0
2267,9.0,3.0
2268,5.0,6.0
2269,7.0,8.0
2270,5.0,4.0
2271,15.0,5.0
2272,11.0,6.0
2273,14.0,4.0
2274,11.0,2.0
2275,21.0,17.0
2276,17.0,6.0
2277,14.0,4.0
2278,9.0,6.0
2279,10.0,1.0
2280,16.0,6.0
2281,29.0,21.0
2282,10.0,5.0
2283,31.0,9.0
2284,23.0,14.0
2285,16.0,1.0
2286,29.0,9.0
2287,30.0,21.0
2288,33.0,15.0
2289,38.0,17.0
2290,23.0,5.0
2291,38.0,11.0
2292,8.0,2.0
2293,7.0,5.0
2294,6.0,10.0
2295,22.0,7.0
2296,14.0,4.0
2297,11.0,4.0
2298,36.0,16.0
2299,10.0,3.0
2300,8.0,6.0
2301,82.0,38.0
2302,97.0,45.0
2303,9.0,6.0
2304,18.0,9.0
2305,23.0,4.0
2306,10.0,7.0
2307,9.0,7.0
2308,17.0,16.0
2309,21.0,12.0
2310,20.0,14.0
2311,15.0,7.0
2312,15.0,5.0
2313,36.0,19.0
2314,12.0,8.0
2315,29.0,13.0
2316,22.0,4.0
2317,53.0,37.0
2318,12.0,3.0
2319,10.0,12.0
2320,21.0,11.0
2321,18.0,9.0
2322,22.0,15.0
2323,24.0,12.0
2324,59.0,34.0
2325,19.0,8.0
2326,8.0,5.0
2327,10.0,5.0
2328,25.0,16.0
2329,13.0,3.0
2330,6.0,5.0
2331,13.0,5.0
2332,18.0,9.0
2333,7.0,6.0
2334,64.0,27.0
2335,11.0,7.0
2336,21.0,10.0
2337,12.0,8.0
2338,12.0,4.0
2339,6.0,7.0
2340,13.0,3.0
2341,7.0,8.0
2342,8.0,4.0
2343,10.0,7.0
2344,37.0,18.0
2345,38.0,16.0
2346,27.0,23.0
2347,13.0,2.0
2348,66.0,45.0
2349,11.0,5.0
2350,29.0,12.0
2351,10.0,6.0
2352,11.0,5.0
2353,35.0,20.0
2354,9.0,5.0
2355,51.0,16.0
2356,10.0,4.0
2357,61.0,18.0
2358,10.0,4.0
2359,21.0,10.0
2360,21.0,5.0
2361,7.0,6.0
2362,15.0,8.0
2363,41.0,14.0
2364,42.0,17.0
2365,12.0,5.0
2366,11.0,7.0
2367,30.0,16.0
2368,10.0,5.0
2369,33.0,19.0
2370,14.0,7.0
2371,6.0,8.0
2372,8.0,5.0
2373,12.0,5.0
2374,9.0,3.0
2375,11.0,10.0
2376,7.0,4.0
2377,10.0,3.0
2378,17.0,6.0
2379,59.0,24.0
2380,28.0,24.0
2381,21.0,3.0
2382,9.0,3.0
2383,44.0,13.0
2384,19.0,14.0
2385,17.0,9.0
2386,3.0,9.0
2387,16.0,6.0
2388,15.0,6.0
2389,19.0,7.0
2390,12.0,8.0
2391,21.0,11.0
2392,5.0,5.0
2393,28.0,15.0
2394,22.0,16.0
2395,10.0,4.0
2396,17.0,8.0
2397,9.0,7.0
2398,14.0,3.0
2399,23.0,14.0
2400,10.0,0.0
2401,10.0,2.0
2402,42.0,18.0
2403,15.0,11.0
2404,6.0,4.0
2405,17.0,4.0
2406,21.0,9.0
2407,12.0,4.0
2408,10.0,1.0
2409,11.0,3.0
2410,8.0,5.0
2411,33.0,14.0
2412,27.0,9.0
2413,6.0,8.0
2414,16.0,3.0
2415,12.0,2.0
2416,13.0,4.0
2417,6.0,4.0
2418,7.0,7.0
2419,9.0,9.0
2420,13.0,3.0
2421,8.0,4.0
2422,61.0,29.0
2423,33.0,16.0
2424,19.0,10.0
2425,13.0,5.0
2426,4.0,6.0
2427,17.0,3.0
2428,8.0,6.0
2429,49.0,11.0
2430,12.0,8.0
2431,15.0,5.0
2432,37.0,25.0
2433,75.0,44.0
2434,11.0,14.0
2435,7.0,7.0
2436,9.0,6.0
2437,11.0,7.0
2438,35.0,15.0
2439,21.0,10.0
2440,9.0,4.0
2441,14.0,7.0
2442,7.0,3.0
2443,23.0,19.0
2444,15.0,8.0
2445,10.0,17.0
2446,12.0,8.0
2447,4.0,6.0
2448,20.0,15.0
2449,49.0,28.0
2450,14.0,10.0
2451,8.0,2.0
2452,7.0,12.0
2453,28.0,10.0
2454,12.0,8.0
2455,16.0,6.0
2456,23.0,11.0
2457,22.0,8.0
2458,15.0,5.0
2459,10.0,4.0
2460,15.0,3.0
2461,9.0,1.0
2462,8.0,8.0
2463,65.0,20.0
2464,12.0,5.0
2465,3.0,6.0
2466,23.0,12.0
2467,6.0,5.0
2468,13.0,4.0
2469,18.0,7.0
2470,9.0,5.0
2471,13.0,3.0
2472,20.0,11.0
2473,14.0,9.0
2474,14.0,2.0
2475,16.0,12.0
2476,16.0,7.0
2477,18.0,15.0
2478,14.0,3.0
2479,33.0,18.0
2480,50.0,31.0
2481,14.0,4.0
2482,26.0,10.0
2483,16.0,3.0
2484,6.0,6.0
2485,14.0,6.0
2486,8.0,5.0
2487,7.0,5.0
2488,15.0,6.0
2489,8.0,6.0
2490,7.0,5.0
2491,13.0,6.0
2492,16.0,7.0
2493,39.0,16.0
2494,11.0,6.0
2495,36.0,20.0
2496,9.0,5.0
2497,12.0,5.0
2498,8.0,7.0
2499,19.0,20.0
2500,14.0,4.0
2501,19.0,5.0
2502,16.0,8.0
2503,21.0,14.0
2504,53.0,35.0
2505,21.0,6.0
2506,22.0,8.0
2507,15.0,9.0
2508,11.0,7.0
2509,64.0,33.0
2510,7.0,3.0
2511,29.0,11.0
2512,8.0,3.0
2513,8.0,7.0
2514,30.0,17.0
2515,31.0,11.0
2516,49.0,36.0
2517,8.0,4.0
2518,16.0,14.0
2519,29.0,16.0
2520,40.0,30.0
2521,19.0,7.0
2522,18.0,1.0
2523,31.0,23.0
2524,15.0,13.0
2525,26.0,26.0
2526,6.0,4.0
2527,6.0,4.0
2528,19.0,9.0
2529,33.0,15.0
2530,30.0,19.0
2531,15.0,10.0
2532,16.0,8.0
2533,7.0,3.0
2534,24.0,11.0
2535,27.0,16.0
2536,16.0,3.0
2537,9.0,5.0
2538,12.0,8.0
2539,16.0,1.0
2540,10.0,7.0
2541,26.0,16.0
2542,10.0,6.0
2543,8.0,5.0
2544,8.0,5.0
2545,11.0,5.0
2546,6.0,4.0
2547,18.0,7.0
2548,11.0,9.0
2549,28.0,15.0
2550,22.0,17.0
2551,42.0,18.0
2552,9.0,6.0
2553,23.0,5.0
2554,22.0,18.0
2555,12.0,11.0
2556,18.0,20.0
2557,21.0,8.0
2558,14.0,5.0
2559,11.0,4.0
2560,10.0,6.0
2561,10.0,5.0
2562,8.0,6.0
2563,12.0,6.0
2564,17.0,6.0
2565,10.0,4.0
2566,16.0,4.0
2567,16.0,7.0
2568,12.0,6.0
2569,14.0,12.0
2570,8.0,5.0
2571,21.0,8.0
2572,13.0,6.0
2573,15.0,3.0
2574,14.0,4.0
2575,8.0,5.0
2576,12.0,9.0
2577,16.0,6.0
2578,19.0,8.0
2579,36.0,23.0
2580,12.0,3.0
2581,9.0,6.0
2582,19.0,13.0
2583,31.0,15.0
2584,8.0,5.0
2585,20.0,10.0
2586,44.0,19.0
2587,19.0,17.0
2588,24.0,14.0
2589,17.0,11.0
2590,22.0,12.0
2591,10.0,6.0
2592,9.0,4.0
2593,24.0,14.0
2594,24.0,15.0
2595,46.0,30.0
2596,18.0,8.0
2597,11.0,4.0
2598,17.0,12.0
2599,15.0,10.0
2600,22.0,14.0
2601,19.0,16.0
2602,11.0,4.0
2603,14.0,13.0
2604,18.0,10.0
2605,11.0,11.0
2606,10.0,2.0
2607,15.0,6.0
2608,13.0,2.0
2609,8.0,5.0
2610,20.0,13.0
2611,8.0,5.0
2612,39.0,19.0
2613,13.0,6.0
2614,11.0,3.0
2615,8.0,5.0
2616,17.0,8.0
2617,28.0,16.0
2618,25.0,21.0
2619,35.0,28.0
2620,23.0,10.0
2621,12.0,9.0
2622,65.0,40.0
2623,19.0,8.0
2624,9.0,7.0
2625,41.0,18.0
2626,3.0,7.0
2627,20.0,9.0
2628,7.0,7.0
2629,13.0,3.0
