,Random,Greedy
2630,12.0,3.0
2631,17.0,4.0
2632,28.0,15.0
2633,42.0,22.0
2634,17.0,8.0
2635,12.0,8.0
2636,20.0,9.0
2637,44.0,40.0
2638,27.0,17.0
2639,19.0,5.0
2640,31.0,13.0
2641,14.0,7.0
2642,11.0,6.0
2643,12.0,7.0
2644,21.0,13.0
2645,8.0,7.0
2646,15.0,15.0
2647,17.0,13.0
2648,29.0,13.0
2649,10.0,5.0
2650,8.0,6.0
2651,14.0,7.0
2652,32.0,14.0
2653,20.0,7.0
2654,13.0,17.0
2655,17.0,10.0
2656,10.0,9.0
2657,14.0,15.0
2658,16.0,18.0
2659,50.0,23.0
2660,63.0,35.0
2661,10.0,12.0
2662,39.0,20.0
2663,26.0,15.0
2664,19.0,5.0
2665,8.0,5.0
2666,60.0,43.0
2667,11.0,4.0
2668,10.0,2.0
2669,31.0,15.0
2670,3.0,8.0
2671,13.0,4.0
2672,30.0,13.0
2673,10.0,8.0
2674,12.0,9.0
2675,13.0,8.0
2676,11.0,10.0
2677,7.0,6.0
2678,12.0,6.0
2679,11.0,3.0
2680,58.0,40.0
2681,7.0,7.0
2682,11.0,7.0
2683,6.0,6.0
2684,24.0,8.0
2685,21.0,18.0
2686,6.0,5.0
2687,11.0,3.0
2688,27.0,14.0
2689,9.0,6.0
2690,16.0,8.0
2691,7.0,7.0
2692,24.0,18.0
2693,19.0,9.0
2694,12.0,4.0
2695,4.0,7.0
2696,8.0,5.0
2697,12.0,3.0
2698,21.0,4.0
2699,6.0,7.0
2700,29.0,20.0
2701,37.0,14.0
2702,34.0,18.0
2703,11.0,11.0
2704,13.0,5.0
2705,42.0,14.0
2706,23.0,14.0
2707,25.0,11.0
2708,5.0,8.0
2709,10.0,5.0
2710,8.0,5.0
2711,7.0,4.0
2712,41.0,28.0
2713,22.0,7.0
2714,7.0,3.0
2715,25.0,8.0
2716,5.0,4.0
2717,9.0,4.0
2718,13.0,12.0
2719,26.0,15.0
2720,31.0,22.0
2721,17.0,14.0
2722,4.0,9.0
2723,20.0,17.0
2724,10.0,6.0
2725,7.0,4.0
2726,9.0,7.0
2727,19.0,6.0
2728,24.0,8.0
2729,14.0,11.0
2730,6.0,6.0
2731,13.0,11.0
2732,39.0,19.0
2733,12.0,6.0
2734,17.0,9.0
2735,35.0,17.0
2736,40.0,26.0
2737,15.0,10.0
2738,22.0,12.0
2739,11.0,7.0
2740,6.0,4.0
2741,7.0,5.0
2742,36.0,36.0
2743,6.0,7.0
2744,8.0,4.0
2745,44.0,29.0
2746,12.0,8.0
2747,7.0,4.0
2748,9.0,13.0
2749,33.0,24.0
2750,16.0,8.0
2751,20.0,12.0
2752,15.0,6.0
2753,61.0,47.0
2754,14.0,11.0
2755,7.0,9.0
2756,37.0,23.0
2757,10.0,6.0
2758,28.0,13.0
2759,10.0,2.0
2760,19.0,8.0
2761,87.0,56.0
2762,12.0,6.0
2763,8.0,3.0
2764,39.0,28.0
2765,16.0,12.0
2766,15.0,13.0
2767,9.0,3.0
2768,20.0,9.0
2769,79.0,41.0
2770,11.0,2.0
2771,16.0,11.0
2772,18.0,12.0
2773,9.0,11.0
2774,8.0,3.0
2775,17.0,8.0
2776,54.0,23.0
2777,7.0,4.0
2778,45.0,34.0
2779,35.0,21.0
2780,5.0,7.0
2781,17.0,8.0
2782,10.0,5.0
2783,16.0,21.0
2784,9.0,9.0
2785,12.0,8.0
2786,35.0,19.0
2787,17.0,11.0
2788,12.0,4.0
2789,12.0,2.0
2790,36.0,28.0
2791,11.0,6.0
2792,9.0,4.0
2793,12.0,3.0
2794,16.0,4.0
2795,15.0,13.0
2796,7.0,5.0
2797,8.0,4.0
2798,21.0,15.0
2799,11.0,3.0
2800,16.0,18.0
2801,60.0,55.0
2802,17.0,7.0
2803,8.0,0.0
2804,24.0,19.0
2805,24.0,19.0
2806,8.0,9.0
2807,48.0,26.0
2808,36.0,26.0
2809,18.0,7.0
2810,24.0,16.0
2811,5.0,9.0
2812,9.0,11.0
2813,16.0,13.0
2814,12.0,6.0
2815,23.0,12.0
2816,22.0,16.0
2817,16.0,11.0
2818,9.0,6.0
2819,18.0,3.0
2820,9.0,11.0
2821,6.0,8.0
2822,43.0,28.0
2823,15.0,4.0
2824,23.0,14.0
2825,19.0,18.0
2826,18.0,24.0
2827,5.0,8.0
2828,19.0,12.0
2829,12.0,11.0
2830,17.0,13.0
2831,7.0,5.0
2832,9.0,13.0
2833,29.0,19.0
2834,6.0,5.0
2835,29.0,17.0
2836,11.0,6.0
2837,15.0,6.0
2838,5.0,7.0
2839,4.0,6.0
2840,7.0,6.0
2841,15.0,8.0
2842,9.0,7.0
2843,13.0,8.0
2844,9.0,5.0
2845,29.0,21.0
2846,25.0,12.0
2847,18.0,12.0
2848,6.0,4.0
2849,35.0,23.0
2850,37.0,20.0
2851,44.0,18.0
2852,5.0,6.0
2853,15.0,5.0
2854,40.0,20.0
2855,12.0,10.0
2856,10.0,3.0
2857,20.0,19.0
2858,7.0,7.0
2859,15.0,7.0
2860,14.0,9.0
2861,6.0,4.0
2862,7.0,8.0
2863,22.0,12.0
2864,21.0,16.0
2865,36.0,19.0
2866,27.0,30.0
2867,11.0,7.0
2868,13.0,6.0
2869,16.0,6.0
2870,28.0,13.0
2871,8.0,7.0
2872,12.0,6.0
2873,12.0,6.0
2874,8.0,2.0
2875,8.0,6.0
2876,31.0,25.0
2877,25.0,12.0
2878,38.0,19.0
2879,13.0,8.0
2880,26.0,14.0
2881,8.0,6.0
2882,11.0,5.0
2883,20.0,10.0
2884,7.0,4.0
2885,15.0,12.0
2886,8.0,4.0
2887,6.0,9.0
2888,6.0,8.0
2889,10.0,7.0
2890,18.0,12.0
2891,10.0,9.0
2892,14.0,8.0
2893,6.0,8.0
2894,31.0,12.0
2895,16.0,9.0
2896,21.0,17.0
2897,30.0,13.0
2898,8.0,12.0
2899,28.0,26.0
2900,21.0,15.0
2901,33.0,30.0
2902,18.0,4.0
2903,51.0,32.0
2904,7.0,3.0
2905,14.0,10.0
2906,9.0,9.0
2907,38.0,26.0
2908,11.0,3.0
2909,5.0,6.0
2910,51.0,27.0
2911,8.0,6.0
2912,15.0,19.0
2913,9.0,9.0
2914,11.0,6.0
2915,31.0,21.0
2916,6.0,5.0
2917,12.0,7.0
2918,12.0,2.0
2919,29.0,21.0
2920,46.0,24.0
2921,7.0,11.0
2922,10.0,5.0
2923,17.0,7.0
2924,11.0,7.0
2925,16.0,2.0
2926,26.0,24.0
2927,10.0,15.0
2928,8.0,3.0
2929,11.0,11.0
2930,21.0,18.0
2931,18.0,24.0
2932,6.0,7.0
2933,10.0,3.0
2934,39.0,20.0
2935,13.0,17.0
2936,14.0,4.0
2937,10.0,7.0
2938,25.0,17.0
2939,23.0,19.0
2940,45.0,40.0
2941,12.0,12.0
2942,18.0,6.0
2943,16.0,8.0
2944,20.0,13.0
2945,11.0,6.0
2946,12.0,6.0
2947,12.0,4.0
2948,18.0,20.0
2949,27.0,20.0
2950,11.0,4.0
2951,21.0,6.0
2952,48.0,43.0
2953,7.0,8.0
2954,19.0,24.0
2955,14.0,9.0
2956,23.0,5.0
2957,45.0,29.0
2958,9.0,8.0
2959,11.0,8.0
2960,30.0,18.0
2961,22.0,12.0
2962,24.0,15.0
2963,11.0,10.0
2964,52.0,39.0
2965,24.0,29.0
2966,18.0,9.0
2967,13.0,3.0
2968,18.0,19.0
2969,34.0,35.0
2970,23.0,7.0
2971,7.0,6.0
2972,19.0,16.0
2973,8.0,5.0
2974,23.0,10.0
2975,26.0,18.0
2976,10.0,11.0
2977,31.0,25.0
2978,69.0,48.0
2979,14.0,11.0
2980,14.0,13.0
2981,14.0,13.0
2982,29.0,14.0
2983,10.0,6.0
2984,20.0,16.0
2985,14.0,13.0
2986,61.0,33.0
2987,9.0,4.0
2988,14.0,8.0
2989,19.0,9.0
2990,10.0,12.0
2991,72.0,73.0
2992,27.0,10.0
2993,26.0,17.0
2994,16.0,15.0
2995,11.0,9.0
2996,34.0,28.0
2997,16.0,17.0
2998,10.0,7.0
2999,26.0,19.0
3000,19.0,3.0
3001,19.0,11.0
3002,27.0,17.0
3003,23.0,12.0
3004,14.0,5.0
3005,14.0,7.0
3006,20.0,21.0
3007,14.0,20.0
3008,55.0,40.0
3009,8.0,5.0
3010,8.0,5.0
3011,25.0,13.0
3012,45.0,32.0
3013,18.0,17.0
3014,23.0,30.0
3015,21.0,10.0
3016,26.0,34.0
3017,14.0,16.0
3018,10.0,2.0
3019,8.0,6.0
3020,6.0,6.0
3021,14.0,19.0
3022,8.0,12.0
3023,28.0,14.0
3024,21.0,13.0
3025,12.0,4.0
3026,19.0,11.0
3027,16.0,12.0
3028,17.0,4.0
3029,24.0,13.0
3030,24.0,12.0
3031,13.0,13.0
3032,51.0,29.0
3033,26.0,18.0
3034,23.0,13.0
3035,13.0,9.0
3036,13.0,6.0
3037,20.0,19.0
3038,12.0,5.0
3039,48.0,32.0
3040,25.0,13.0
3041,14.0,12.0
3042,9.0,4.0
3043,10.0,3.0
3044,10.0,8.0
3045,10.0,4.0
3046,16.0,11.0
3047,22.0,24.0
3048,8.0,3.0
3049,9.0,6.0
3050,19.0,11.0
3051,8.0,6.0
3052,36.0,33.0
3053,9.0,5.0
3054,9.0,3.0
3055,29.0,18.0
3056,11.0,9.0
3057,61.0,58.0
3058,12.0,7.0
3059,24.0,25.0
3060,15.0,6.0
3061,5.0,10.0
3062,22.0,13.0
3063,18.0,15.0
3064,38.0,25.0
3065,6.0,13.0
3066,4.0,7.0
3067,6.0,7.0
3068,12.0,4.0
3069,34.0,27.0
3070,26.0,17.0
3071,8.0,2.0
3072,3.0,6.0
3073,8.0,3.0
3074,14.0,6.0
3075,17.0,20.0
3076,28.0,17.0
3077,15.0,8.0
3078,41.0,26.0
3079,31.0,31.0
3080,5.0,10.0
3081,29.0,22.0
3082,17.0,12.0
3083,21.0,12.0
3084,25.0,23.0
3085,19.0,17.0
3086,16.0,12.0
3087,17.0,15.0
3088,6.0,8.0
3089,24.0,20.0
3090,49.0,16.0
3091,32.0,23.0
3092,5.0,8.0
3093,16.0,9.0
3094,44.0,27.0
3095,23.0,18.0
3096,41.0,23.0
3097,47.0,31.0
3098,20.0,10.0
3099,14.0,12.0
3100,23.0,11.0
3101,29.0,24.0
3102,6.0,11.0
3103,10.0,12.0
3104,9.0,8.0
3105,10.0,2.0
3106,30.0,32.0
3107,12.0,6.0
3108,31.0,15.0
3109,15.0,7.0
3110,15.0,8.0
3111,43.0,30.0
3112,12.0,10.0
3113,7.0,4.0
3114,25.0,15.0
3115,6.0,5.0
3116,16.0,15.0
3117,12.0,17.0
3118,20.0,6.0
3119,11.0,7.0
3120,18.0,9.0
3121,15.0,17.0
3122,22.0,15.0
3123,26.0,14.0
3124,25.0,11.0
3125,55.0,33.0
3126,11.0,2.0
3127,13.0,11.0
3128,19.0,22.0
3129,7.0,4.0
3130,33.0,26.0
3131,18.0,12.0
3132,20.0,11.0
3133,18.0,18.0
3134,10.0,8.0
3135,37.0,40.0
3136,9.0,12.0
3137,3.0,9.0
3138,10.0,10.0
3139,14.0,10.0
3140,49.0,50.0
3141,14.0,5.0
3142,24.0,20.0
3143,11.0,7.0
3144,23.0,11.0
3145,11.0,7.0
3146,38.0,32.0
3147,18.0,18.0
3148,20.0,24.0
3149,14.0,9.0
3150,14.0,1.0
3151,28.0,17.0
3152,7.0,5.0
3153,20.0,20.0
3154,24.0,15.0
3155,37.0,21.0
3156,25.0,21.0
3157,15.0,14.0
3158,13.0,17.0
3159,10.0,3.0
3160,37.0,33.0
3161,19.0,13.0
3162,10.0,5.0
3163,38.0,24.0
3164,41.0,31.0
3165,4.0,9.0
3166,8.0,8.0
3167,24.0,18.0
3168,3.0,8.0
3169,23.0,13.0
3170,10.0,18.0
3171,9.0,6.0
3172,66.0,63.0
3173,14.0,18.0
3174,13.0,3.0
3175,7.0,12.0
3176,14.0,7.0
3177,12.0,12.0
3178,11.0,8.0
3179,11.0,13.0
3180,15.0,10.0
3181,21.0,18.0
3182,10.0,11.0
3183,7.0,3.0
3184,10.0,8.0
3185,31.0,21.0
3186,14.0,11.0
3187,57.0,50.0
3188,15.0,11.0
3189,6.0,4.0
3190,50.0,51.0
3191,10.0,7.0
3192,13.0,3.0
3193,31.0,25.0
3194,8.0,12.0
3195,20.0,25.0
3196,11.0,5.0
3197,34.0,38.0
3198,7.0,11.0
3199,7.0,6.0
3200,15.0,10.0
3201,19.0,17.0
3202,12.0,2.0
3203,58.0,48.0
3204,18.0,5.0
3205,7.0,13.0
3206,10.0,4.0
3207,9.0,6.0
3208,35.0,17.0
3209,39.0,34.0
3210,24.0,12.0
3211,34.0,27.0
3212,43.0,31.0
3213,12.0,5.0
3214,36.0,16.0
3215,31.0,20.0
3216,11.0,4.0
3217,13.0,10.0
3218,10.0,11.0
3219,19.0,24.0
3220,24.0,21.0
3221,8.0,6.0
3222,12.0,11.0
3223,18.0,20.0
3224,23.0,12.0
3225,19.0,27.0
3226,62.0,64.0
3227,10.0,12.0
3228,9.0,8.0
3229,44.0,36.0
3230,11.0,4.0
3231,20.0,23.0
3232,6.0,5.0
3233,13.0,15.0
3234,9.0,5.0
3235,11.0,13.0
3236,12.0,18.0
3237,12.0,11.0
3238,32.0,19.0
3239,36.0,26.0
3240,11.0,5.0
3241,11.0,13.0
3242,13.0,6.0
3243,21.0,14.0
3244,21.0,18.0
3245,8.0,11.0
3246,40.0,33.0
3247,25.0,23.0
3248,8.0,7.0
3249,51.0,55.0
3250,23.0,15.0
3251,15.0,12.0
3252,31.0,26.0
3253,17.0,12.0
3254,11.0,6.0
3255,37.0,27.0
3256,12.0,6.0
3257,24.0,15.0
3258,12.0,6.0
3259,7.0,8.0
3260,12.0,8.0
3261,9.0,6.0
3262,17.0,13.0
3263,10.0,6.0
3264,15.0,16.0
3265,8.0,3.0
3266,28.0,15.0
3267,17.0,15.0
3268,37.0,29.0
3269,27.0,20.0
3270,12.0,10.0
3271,9.0,4.0
3272,12.0,11.0
3273,26.0,19.0
3274,11.0,2.0
3275,20.0,21.0
3276,54.0,42.0
3277,7.0,7.0
3278,17.0,7.0
3279,16.0,21.0
3280,8.0,7.0
3281,24.0,35.0
3282,5.0,7.0
3283,22.0,22.0
3284,18.0,12.0
3285,20.0,14.0
3286,56.0,58.0
3287,6.0,4.0
3288,7.0,7.0
3289,23.0,28.0
3290,6.0,4.0
3291,15.0,6.0
3292,11.0,11.0
3293,4.0,9.0
3294,20.0,18.0
3295,27.0,38.0
3296,15.0,15.0
3297,13.0,10.0
3298,12.0,6.0
3299,7.0,7.0
3300,9.0,4.0
3301,10.0,14.0
3302,13.0,7.0
3303,36.0,29.0
3304,15.0,9.0
3305,22.0,14.0
3306,19.0,13.0
3307,16.0,13.0
3308,12.0,12.0
3309,17.0,9.0
3310,27.0,30.0
3311,4.0,8.0
3312,17.0,14.0
3313,13.0,9.0
3314,6.0,4.0
3315,8.0,9.0
3316,7.0,6.0
3317,4.0,7.0
3318,8.0,3.0
3319,21.0,19.0
3320,45.0,31.0
3321,16.0,15.0
3322,14.0,18.0
3323,16.0,15.0
3324,17.0,10.0
3325,70.0,71.0
3326,13.0,13.0
3327,6.0,9.0
3328,37.0,37.0
3329,6.0,9.0
3330,15.0,17.0
3331,14.0,12.0
3332,16.0,20.0
3333,6.0,6.0
3334,19.0,13.0
3335,10.0,6.0
3336,47.0,46.0
3337,11.0,7.0
3338,13.0,22.0
3339,13.0,8.0
3340,20.0,14.0
3341,12.0,14.0
3342,29.0,30.0
3343,18.0,31.0
3344,19.0,11.0
3345,24.0,17.0
3346,19.0,16.0
3347,12.0,8.0
3348,8.0,11.0
3349,22.0,25.0
3350,28.0,22.0
3351,21.0,24.0
3352,10.0,12.0
3353,14.0,10.0
3354,16.0,16.0
3355,10.0,8.0
3356,8.0,8.0
3357,6.0,3.0
3358,6.0,4.0
3359,36.0,16.0
3360,14.0,8.0
3361,25.0,16.0
3362,17.0,9.0
3363,16.0,17.0
3364,10.0,15.0
3365,10.0,9.0
3366,14.0,4.0
3367,22.0,8.0
3368,45.0,56.0
3369,28.0,37.0
3370,17.0,6.0
3371,9.0,8.0
3372,6.0,8.0
3373,7.0,10.0
3374,13.0,8.0
3375,7.0,6.0
3376,16.0,15.0
3377,9.0,8.0
3378,26.0,15.0
3379,22.0,8.0
3380,12.0,10.0
3381,12.0,10.0
3382,12.0,8.0
3383,7.0,11.0
3384,12.0,17.0
3385,20.0,14.0
3386,37.0,42.0
3387,6.0,11.0
3388,17.0,15.0
3389,17.0,20.0
3390,29.0,36.0
3391,18.0,16.0
3392,20.0,29.0
3393,54.0,58.0
3394,19.0,19.0
3395,5.0,8.0
3396,17.0,10.0
3397,19.0,16.0
3398,16.0,16.0
3399,8.0,5.0
3400,8.0,6.0
3401,5.0,6.0
3402,36.0,29.0
3403,5.0,11.0
3404,8.0,15.0
3405,9.0,8.0
3406,28.0,21.0
3407,8.0,13.0
3408,36.0,49.0
3409,42.0,49.0
3410,12.0,3.0
3411,9.0,9.0
3412,9.0,6.0
3413,6.0,6.0
3414,18.0,18.0
3415,6.0,5.0
3416,16.0,16.0
3417,8.0,16.0
3418,17.0,15.0
3419,8.0,11.0
3420,37.0,34.0
3421,29.0,12.0
3422,64.0,47.0
3423,8.0,6.0
3424,14.0,14.0
3425,19.0,3.0
3426,17.0,20.0
3427,16.0,27.0
3428,11.0,5.0
3429,5.0,8.0
3430,19.0,11.0
3431,22.0,21.0
3432,37.0,34.0
3433,16.0,10.0
3434,43.0,35.0
3435,22.0,11.0
3436,31.0,34.0
3437,29.0,26.0
3438,7.0,4.0
3439,30.0,22.0
3440,31.0,39.0
3441,38.0,31.0
3442,30.0,20.0
3443,15.0,6.0
3444,14.0,22.0
3445,10.0,8.0
3446,10.0,7.0
3447,17.0,20.0
3448,10.0,7.0
3449,15.0,6.0
3450,9.0,6.0
3451,5.0,5.0
3452,5.0,9.0
3453,5.0,9.0
3454,10.0,5.0
3455,10.0,3.0
3456,22.0,21.0
3457,8.0,4.0
3458,55.0,63.0
3459,25.0,29.0
3460,6.0,5.0
3461,11.0,8.0
3462,29.0,31.0
3463,6.0,7.0
3464,18.0,26.0
3465,15.0,13.0
3466,17.0,20.0
3467,11.0,11.0
3468,7.0,9.0
3469,27.0,33.0
3470,30.0,26.0
3471,30.0,16.0
3472,34.0,31.0
3473,18.0,13.0
3474,16.0,20.0
3475,17.0,12.0
3476,7.0,8.0
3477,12.0,4.0
3478,11.0,10.0
3479,6.0,6.0
3480,32.0,32.0
3481,56.0,55.0
3482,14.0,10.0
3483,14.0,13.0
3484,8.0,10.0
3485,15.0,10.0
3486,17.0,11.0
3487,46.0,39.0
3488,6.0,9.0
3489,7.0,3.0
3490,22.0,23.0
3491,22.0,11.0
3492,21.0,9.0
3493,22.0,16.0
3494,4.0,8.0
3495,40.0,36.0
3496,15.0,11.0
3497,11.0,10.0
3498,6.0,9.0
3499,22.0,27.0
3500,9.0,20.0
3501,23.0,12.0
3502,11.0,12.0
3503,11.0,17.0
3504,16.0,16.0
3505,11.0,13.0
3506,7.0,10.0
3507,18.0,16.0
3508,15.0,10.0
3509,23.0,25.0
3510,14.0,8.0
3511,19.0,25.0
3512,25.0,31.0
3513,63.0,72.0
3514,11.0,6.0
3515,42.0,32.0
3516,17.0,18.0
3517,80.0,79.0
3518,21.0,21.0
3519,11.0,8.0
3520,23.0,14.0
3521,10.0,5.0
3522,16.0,18.0
3523,7.0,4.0
3524,13.0,10.0
3525,23.0,28.0
3526,3.0,6.0
3527,28.0,30.0
3528,14.0,19.0
3529,57.0,64.0
3530,14.0,14.0
3531,40.0,32.0
3532,65.0,83.0
3533,11.0,5.0
3534,17.0,29.0
3535,21.0,26.0
3536,7.0,7.0
3537,14.0,12.0
3538,7.0,5.0
3539,18.0,13.0
3540,14.0,16.0
3541,30.0,34.0
3542,24.0,39.0
3543,36.0,38.0
3544,18.0,12.0
3545,8.0,8.0
3546,12.0,8.0
3547,16.0,18.0
3548,29.0,21.0
3549,19.0,24.0
3550,7.0,13.0
3551,6.0,9.0
3552,12.0,8.0
3553,10.0,9.0
3554,11.0,10.0
3555,9.0,8.0
3556,25.0,18.0
3557,11.0,8.0
3558,6.0,10.0
3559,6.0,6.0
3560,7.0,9.0
3561,17.0,18.0
3562,6.0,5.0
3563,31.0,29.0
3564,19.0,17.0
3565,6.0,6.0
3566,24.0,11.0
3567,32.0,33.0
3568,25.0,27.0
3569,9.0,9.0
3570,42.0,58.0
3571,17.0,8.0
3572,4.0,7.0
3573,26.0,33.0
3574,12.0,9.0
3575,8.0,4.0
3576,23.0,32.0
3577,14.0,21.0
3578,21.0,20.0
3579,34.0,26.0
3580,13.0,7.0
3581,25.0,26.0
3582,10.0,10.0
3583,5.0,7.0
3584,30.0,36.0
3585,10.0,3.0
3586,16.0,12.0
3587,16.0,14.0
3588,19.0,13.0
3589,28.0,21.0
3590,6.0,5.0
3591,13.0,15.0
3592,9.0,6.0
3593,6.0,10.0
3594,24.0,22.0
3595,11.0,4.0
3596,30.0,36.0
3597,15.0,8.0
3598,9.0,16.0
3599,7.0,5.0
3600,16.0,11.0
3601,23.0,26.0
3602,15.0,5.0
3603,23.0,44.0
3604,20.0,15.0
3605,33.0,32.0
3606,7.0,11.0
3607,16.0,16.0
3608,13.0,21.0
3609,18.0,16.0
3610,32.0,36.0
3611,11.0,8.0
3612,48.0,45.0
3613,13.0,9.0
3614,17.0,12.0
3615,32.0,29.0
3616,29.0,25.0
3617,18.0,23.0
3618,26.0,24.0
3619,7.0,3.0
3620,16.0,16.0
3621,12.0,24.0
3622,17.0,15.0
3623,26.0,20.0
3624,6.0,5.0
3625,11.0,6.0
3626,6.0,5.0
3627,8.0,10.0
3628,8.0,14.0
3629,8.0,10.0
3630,14.0,8.0
3631,4.0,7.0
3632,3.0,8.0
3633,6.0,8.0
3634,10.0,6.0
3635,16.0,26.0
3636,12.0,14.0
3637,14.0,11.0
3638,21.0,34.0
3639,23.0,21.0
3640,23.0,37.0
3641,9.0,7.0
3642,13.0,21.0
3643,7.0,15.0
3644,6.0,5.0
3645,10.0,12.0
3646,12.0,11.0
3647,15.0,14.0
3648,26.0,14.0
3649,30.0,28.0
3650,7.0,8.0
3651,14.0,15.0
3652,60.0,61.0
3653,21.0,21.0
3654,8.0,8.0
3655,6.0,4.0
3656,11.0,14.0
3657,11.0,6.0
3658,17.0,14.0
3659,8.0,11.0
3660,7.0,8.0
3661,25.0,37.0
3662,32.0,39.0
3663,29.0,38.0
3664,33.0,42.0
3665,10.0,7.0
3666,16.0,19.0
3667,5.0,7.0
3668,9.0,3.0
3669,29.0,19.0
3670,12.0,11.0
3671,6.0,9.0
3672,10.0,13.0
3673,7.0,11.0
3674,6.0,6.0
3675,27.0,16.0
3676,9.0,8.0
3677,11.0,20.0
3678,8.0,9.0
3679,14.0,10.0
3680,18.0,18.0
3681,13.0,9.0
3682,9.0,12.0
3683,7.0,6.0
3684,7.0,7.0
3685,12.0,11.0
3686,8.0,5.0
3687,19.0,25.0
3688,13.0,13.0
3689,18.0,26.0
3690,20.0,32.0
3691,8.0,14.0
3692,6.0,9.0
3693,12.0,13.0
3694,8.0,6.0
3695,5.0,7.0
3696,34.0,32.0
3697,13.0,21.0
3698,6.0,4.0
3699,4.0,6.0
3700,24.0,25.0
3701,10.0,9.0
3702,36.0,30.0
3703,19.0,31.0
3704,20.0,21.0
3705,4.0,9.0
3706,28.0,29.0
3707,8.0,13.0
3708,6.0,5.0
3709,16.0,15.0
3710,22.0,41.0
3711,21.0,23.0
3712,9.0,8.0
3713,16.0,28.0
3714,13.0,15.0
3715,3.0,8.0
3716,16.0,21.0
3717,6.0,6.0
3718,10.0,9.0
3719,21.0,14.0
3720,21.0,28.0
3721,15.0,11.0
3722,5.0,6.0
3723,14.0,24.0
3724,22.0,38.0
3725,5.0,5.0
3726,14.0,16.0
3727,6.0,8.0
3728,10.0,9.0
3729,4.0,10.0
3730,7.0,1.0
3731,12.0,8.0
3732,13.0,7.0
3733,18.0,28.0
3734,12.0,12.0
3735,7.0,6.0
3736,8.0,5.0
3737,9.0,9.0
3738,20.0,22.0
3739,44.0,53.0
3740,11.0,17.0
3741,48.0,52.0
3742,8.0,14.0
3743,8.0,6.0
3744,15.0,14.0
3745,8.0,7.0
3746,12.0,10.0
3747,19.0,11.0
3748,6.0,6.0
3749,14.0,21.0
3750,7.0,8.0
3751,8.0,13.0
3752,9.0,6.0
3753,16.0,13.0
3754,5.0,11.0
3755,15.0,17.0
3756,10.0,12.0
3757,47.0,45.0
3758,14.0,12.0
3759,11.0,16.0
3760,17.0,19.0
3761,6.0,9.0
3762,20.0,29.0
3763,4.0,8.0
3764,27.0,23.0
3765,30.0,45.0
3766,3.0,10.0
3767,14.0,13.0
3768,44.0,55.0
3769,13.0,17.0
3770,10.0,13.0
3771,17.0,13.0
3772,9.0,5.0
3773,18.0,12.0
3774,9.0,8.0
3775,16.0,31.0
3776,12.0,8.0
3777,10.0,16.0
3778,5.0,9.0
3779,7.0,8.0
3780,13.0,10.0
3781,9.0,6.0
3782,14.0,17.0
3783,8.0,15.0
3784,10.0,9.0
3785,6.0,8.0
3786,15.0,16.0
3787,9.0,11.0
3788,19.0,35.0
3789,8.0,4.0
3790,21.0,18.0
3791,12.0,27.0
3792,15.0,17.0
3793,6.0,7.0
3794,7.0,4.0
3795,9.0,8.0
3796,18.0,17.0
3797,17.0,24.0
3798,6.0,3.0
3799,25.0,20.0
3800,6.0,6.0
3801,9.0,8.0
3802,16.0,10.0
3803,12.0,11.0
3804,17.0,16.0
3805,17.0,25.0
3806,13.0,10.0
3807,4.0,7.0
3808,9.0,10.0
3809,4.0,5.0
3810,7.0,8.0
3811,8.0,12.0
3812,28.0,31.0
3813,5.0,11.0
3814,28.0,23.0
3815,40.0,43.0
3816,6.0,5.0
3817,14.0,19.0
3818,21.0,12.0
3819,37.0,39.0
3820,19.0,21.0
3821,9.0,7.0
3822,12.0,8.0
3823,5.0,6.0
3824,13.0,9.0
3825,22.0,30.0
3826,7.0,14.0
3827,17.0,35.0
3828,14.0,10.0
3829,11.0,8.0
3830,8.0,9.0
3831,15.0,23.0
3832,24.0,34.0
3833,17.0,23.0
3834,11.0,14.0
3835,9.0,9.0
3836,6.0,17.0
3837,15.0,22.0
3838,4.0,7.0
3839,23.0,11.0
3840,10.0,15.0
3841,23.0,25.0
3842,62.0,68.0
3843,3.0,7.0
3844,16.0,13.0
3845,5.0,12.0
3846,5.0,9.0
3847,32.0,43.0
3848,7.0,5.0
3849,4.0,6.0
3850,5.0,19.0
3851,17.0,10.0
3852,10.0,8.0
3853,13.0,21.0
3854,19.0,27.0
3855,7.0,5.0
3856,29.0,35.0
3857,13.0,13.0
3858,9.0,5.0
3859,10.0,13.0
3860,12.0,12.0
3861,10.0,14.0
3862,15.0,17.0
3863,13.0,20.0
3864,36.0,50.0
3865,9.0,7.0
3866,23.0,16.0
3867,12.0,15.0
3868,24.0,30.0
3869,24.0,17.0
3870,10.0,12.0
3871,7.0,6.0
3872,14.0,17.0
3873,6.0,8.0
3874,24.0,29.0
3875,11.0,10.0
3876,5.0,6.0
3877,45.0,49.0
3878,23.0,24.0
3879,9.0,5.0
3880,5.0,9.0
3881,5.0,8.0
3882,28.0,27.0
3883,18.0,14.0
3884,12.0,21.0
3885,13.0,13.0
3886,9.0,8.0
3887,7.0,12.0
3888,10.0,16.0
3889,36.0,57.0
3890,26.0,26.0
3891,4.0,6.0
3892,17.0,23.0
3893,14.0,25.0
3894,10.0,6.0
3895,24.0,24.0
3896,5.0,6.0
3897,5.0,7.0
3898,27.0,36.0
3899,17.0,22.0
3900,14.0,19.0
